saison,journee,nom_club,position,nb_points,nb_matchs,nb_victoires,nb_nuls,nb_defaites,nb_buts_pour,nb_buts_contre,nb_buts_diff,serie_resultats,position.dedup,serie_resultats.un,nom_club_actuel,initiales_nom_club_actuel,logo_png
2002-2003,15,FC Nantes Atlantique,13,19,15,5,4,6,16,17,-1,NnNgG,13,G,FC Nantes,FCN,./logos_clubs/FCN.png
2002-2003,15,AC Ajaccio,14,17,15,4,5,6,12,16,-4,nPnGp,14,P,AC Ajaccio,ACA,./logos_clubs/ACA.png
2002-2003,15,SC Bastia,15,17,15,5,2,8,14,22,-8,GpGpP,15,P,SC Bastia,SCB,./logos_clubs/SCB.png
2002-2003,15,CS Sedan,16,16,15,4,4,7,17,23,-6,PgGpP,16,P,CS Sedan,CSSA,./logos_clubs/CSSA.png
2002-2003,15,Montpellier Hérault SC,17,14,15,3,5,7,11,18,-7,pNpGn,17,N,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
2002-2003,15,Havre AC,18,13,15,2,7,6,11,20,-9,pNnPn,18,N,Havre AC,HAC,./logos_clubs/HAC.png
2002-2003,15,ESTAC Troyes,19,12,15,2,6,7,11,18,-7,PnPGn,19,N,ESTAC Troyes,ESTAC,./logos_clubs/ESTAC.png
2002-2003,15,Stade Rennais FC,20,10,15,2,4,9,9,20,-11,gpNpN,20,N,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
2001-2002,15,RC Lens,1,32,15,9,5,1,23,12,11,GgNGn,1,N,RC Lens,RCL,./logos_clubs/RCL.png
2001-2002,15,Olympique Lyonnais,2,30,15,9,3,3,31,13,18,NpGgG,2,G,Olympique Lyonnais,OL,./logos_clubs/OL.png
2001-2002,15,Lille OSC,3,29,15,8,5,2,18,11,7,nGppG,3,G,Lille OSC,LOSC,./logos_clubs/LOSC.png
2001-2002,15,AJ Auxerre,4,26,15,7,5,3,22,17,5,nGpGp,4,P,AJ Auxerre,AJA,./logos_clubs/AJA.png
2001-2002,15,FC Girondins de Bordeaux,5,24,15,6,6,3,13,9,4,GGnPg,5,G,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
2001-2002,15,ESTAC Troyes,6,24,15,7,3,5,20,17,3,GpGgN,6,N,ESTAC Troyes,ESTAC,./logos_clubs/ESTAC.png
2001-2002,15,FC Sochaux-Montbéliard,7,23,15,6,5,4,23,18,5,nPnGp,7,P,FC Sochaux-Montbéliard,FCSM,./logos_clubs/FCSM.png
2001-2002,15,Paris Saint-Germain FC,8,23,15,5,8,2,18,13,5,gGpNg,8,G,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
2001-2002,15,Olympique de Marseille,9,18,15,4,6,5,13,13,0,NpGnG,9,G,Olympique de Marseille,OM,./logos_clubs/OM.png
2001-2002,15,Stade Rennais FC,10,17,15,5,2,8,16,25,-9,gPpGp,10,P,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
2001-2002,15,EA Guingamp,11,17,15,4,5,6,14,24,-10,GpNnN,11,N,EA Guingamp,EAG,./logos_clubs/EAG.png
2001-2002,15,AS Monaco FC,12,16,15,4,4,7,14,16,-2,pGpNp,12,P,AS Monaco,ASM,./logos_clubs/ASM.png
2001-2002,15,Montpellier Hérault SC,13,16,15,3,7,5,12,14,-2,pGpGn,13,N,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
2001-2002,15,SC Bastia,14,16,15,5,1,9,15,20,-5,PpGpP,14,P,SC Bastia,SCB,./logos_clubs/SCB.png
2001-2002,15,FC Metz,15,16,15,5,1,9,9,16,-7,ppGpG,15,G,FC Metz,FCM,./logos_clubs/FCM.png
2001-2002,15,FC Lorient,16,15,15,4,3,8,22,31,-9,pGpPp,16,P,FC Lorient,FCL,./logos_clubs/FCL.png
2001-2002,15,CS Sedan,17,14,15,3,5,7,17,19,-2,PpGpG,17,G,CS Sedan,CSSA,./logos_clubs/CSSA.png
2001-2002,15,FC Nantes Atlantique,18,10,15,2,4,9,10,22,-12,NgGpP,18,P,FC Nantes,FCN,./logos_clubs/FCN.png
2000-2001,15,CS Sedan,1,28,15,8,4,3,23,14,9,GnGgG,1,G,CS Sedan,CSSA,./logos_clubs/CSSA.png
2000-2001,15,FC Girondins de Bordeaux,2,26,15,7,5,3,22,14,8,gNgGg,2,G,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
2000-2001,15,Paris Saint-Germain FC,3,25,15,7,4,4,28,20,8,GgPpN,3,N,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
2000-2001,15,SC Bastia,4,24,15,7,3,5,18,17,1,PnNpG,4,G,SC Bastia,SCB,./logos_clubs/SCB.png
2000-2001,15,Olympique Lyonnais,5,23,15,5,8,2,21,14,7,GnNgn,5,N,Olympique Lyonnais,OL,./logos_clubs/OL.png
2000-2001,15,Lille OSC,6,23,15,6,5,4,16,11,5,NgGpN,6,N,Lille OSC,LOSC,./logos_clubs/LOSC.png
2000-2001,15,ESTAC Troyes,7,23,15,6,5,4,20,19,1,nNGpG,7,G,ESTAC Troyes,ESTAC,./logos_clubs/ESTAC.png
2000-2001,15,EA Guingamp,8,22,15,6,4,5,18,19,-1,nGgPn,8,N,EA Guingamp,EAG,./logos_clubs/EAG.png
2000-2001,15,FC Nantes Atlantique,9,21,15,6,3,6,22,22,0,gGpGp,9,P,FC Nantes,FCN,./logos_clubs/FCN.png
2000-2001,15,RC Lens,10,20,15,5,5,5,17,15,2,pNpGp,10,P,RC Lens,RCL,./logos_clubs/RCL.png
2000-2001,15,AS Saint-Etienne,11,20,15,5,5,5,24,23,1,pGnGG,11,G,AS Saint-Etienne,ASSE,./logos_clubs/ASSE.png
2000-2001,15,Stade Rennais FC,12,19,15,5,4,6,16,14,2,GpPgN,12,N,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
2000-2001,15,AS Monaco,13,19,15,5,4,6,19,19,0,gNpPp,13,P,AS Monaco,ASM,./logos_clubs/ASM.png
2000-2001,15,AJ Auxerre,14,19,15,5,4,6,15,17,-2,PnnGn,14,N,AJ Auxerre,AJA,./logos_clubs/AJA.png
2000-2001,15,FC Metz,15,19,15,5,4,6,13,17,-4,NpGpN,15,N,FC Metz,FCM,./logos_clubs/FCM.png
2000-2001,15,Olympique de Marseille,16,15,15,4,3,8,13,19,-6,pPnPp,16,P,Olympique de Marseille,OM,./logos_clubs/OM.png
2000-2001,15,RC Strasbourg,17,12,15,3,3,9,12,32,-20,PpNnP,17,P,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
2000-2001,15,Toulouse FC,18,8,15,1,5,9,12,23,-11,pPpNn,18,N,Toulouse FC,TFC,./logos_clubs/TFC.png
1999-2000,15,AS Monaco,1,30,15,9,3,3,32,14,18,GGgNg,1,G,AS Monaco,ASM,./logos_clubs/ASM.png
1999-2000,15,Olympique Lyonnais,2,28,15,8,4,3,19,11,8,gGpGn,2,N,Olympique Lyonnais,OL,./logos_clubs/OL.png
1999-2000,15,AJ Auxerre,3,26,15,8,2,5,22,20,2,GpGpP,3,P,AJ Auxerre,AJA,./logos_clubs/AJA.png
1999-2000,15,Paris Saint-Germain FC,4,24,15,7,3,5,23,20,3,nGpGp,4,P,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
1999-2000,15,FC Girondins de Bordeaux,5,23,15,6,5,4,24,22,2,gGnNp,5,P,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
1999-2000,15,CS Sedan,6,23,15,7,2,6,23,25,-2,PpGnG,6,G,CS Sedan,CSSA,./logos_clubs/CSSA.png
1999-2000,15,Olympique de Marseille,7,22,15,5,7,3,21,15,6,PpGnN,7,N,Olympique de Marseille,OM,./logos_clubs/OM.png
1999-2000,15,Stade Rennais FC,8,22,15,6,4,5,22,20,2,gGnNg,8,G,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
1999-2000,15,FC Metz,9,20,15,4,8,3,16,11,5,gGpNn,9,N,FC Metz,FCM,./logos_clubs/FCM.png
1999-2000,15,AS Saint-Etienne,10,20,15,5,5,5,22,24,-2,GpGpN,10,N,AS Saint-Etienne,ASSE,./logos_clubs/ASSE.png
1999-2000,15,SC Bastia,11,19,15,4,7,4,20,18,2,pnGnN,11,N,SC Bastia,SCB,./logos_clubs/SCB.png
1999-2000,15,RC Lens,12,19,15,5,4,6,12,17,-5,GgNnG,12,G,RC Lens,RCL,./logos_clubs/RCL.png
1999-2000,15,ATAC Troyes,13,18,15,6,0,9,13,23,-10,pPpGg,13,G,ESTAC Troyes,ESTAC,./logos_clubs/ESTAC.png
1999-2000,15,AS Nancy Lorraine,14,16,15,4,4,7,22,22,0,NpNgP,14,P,AS Nancy Lorraine,ASNL,./logos_clubs/ASNL.png
1999-2000,15,FC Nantes Atlantique,15,16,15,5,1,9,17,21,-4,PpPGn,15,N,FC Nantes,FCN,./logos_clubs/FCN.png
1999-2000,15,Havre AC,16,16,15,4,4,7,17,24,-7,PpGpG,16,G,Havre AC,HAC,./logos_clubs/HAC.png
1999-2000,15,RC Strasbourg,17,16,15,4,4,7,15,25,-10,pGpPp,17,P,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
1999-2000,15,Montpellier Hérault SC,18,12,15,3,3,9,17,25,-8,pNppP,18,P,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
1998-1999,15,Olympique de Marseille,1,36,15,11,3,1,30,12,18,gGgGp,1,P,Olympique de Marseille,OM,./logos_clubs/OM.png
1998-1999,15,FC Girondins de Bordeaux,2,35,15,11,2,2,31,12,19,pGgNg,2,G,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
1998-1999,15,Stade Rennais FC,3,27,15,8,3,4,19,16,3,gGpNp,3,P,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
1998-1999,15,Olympique Lyonnais,4,24,15,6,6,3,20,12,8,NpGnG,4,G,Olympique Lyonnais,OL,./logos_clubs/OL.png
1998-1999,15,AS Monaco,5,23,15,7,2,6,22,16,6,GpGpP,5,P,AS Monaco,ASM,./logos_clubs/ASM.png
1998-1999,15,Paris Saint-Germain FC,6,22,15,6,4,5,18,13,5,GpNgG,6,G,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
1998-1999,15,AJ Auxerre,7,22,15,6,4,5,18,18,0,pNppG,7,G,AJ Auxerre,AJA,./logos_clubs/AJA.png
1998-1999,15,Montpellier Hérault SC,8,21,15,6,3,6,27,25,2,pGpGn,8,N,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
1998-1999,15,SC Bastia,9,20,15,6,2,7,18,17,1,gGpGp,9,P,SC Bastia,SCB,./logos_clubs/SCB.png
1998-1999,15,RC Lens,10,20,15,6,2,7,22,22,0,GpGpG,10,G,RC Lens,RCL,./logos_clubs/RCL.png
1998-1999,15,FC Nantes Atlantique,11,20,15,5,5,5,17,17,0,pnNpN,11,N,FC Nantes,FCN,./logos_clubs/FCN.png
1998-1999,15,RC Strasbourg,12,20,15,5,5,5,13,14,-1,GPgGn,12,N,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
1998-1999,15,AS Nancy Lorraine,13,17,15,4,5,6,16,19,-3,PgPnG,13,G,AS Nancy Lorraine,ASNL,./logos_clubs/ASNL.png
1998-1999,15,FC Metz,14,15,15,3,6,6,11,18,-7,pGnGp,14,P,FC Metz,FCM,./logos_clubs/FCM.png
1998-1999,15,FC Sochaux-Montbéliard,15,13,15,3,4,8,13,30,-17,GpGnN,15,N,FC Sochaux-Montbéliard,FCSM,./logos_clubs/FCSM.png
1998-1999,15,Havre AC,16,12,15,2,6,7,10,18,-8,nGnPp,16,P,Havre AC,HAC,./logos_clubs/HAC.png
1998-1999,15,FC Lorient,17,11,15,2,5,8,11,23,-12,PpPpG,17,G,FC Lorient,FCL,./logos_clubs/FCL.png
1998-1999,15,Toulouse FC,18,11,15,2,5,8,10,24,-14,PpPNp,18,P,Toulouse FC,TFC,./logos_clubs/TFC.png
1997-1998,15,Paris Saint-Germain FC,1,30,15,9,3,3,29,13,16,GgGpP,1,P,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
1997-1998,15,FC Metz,2,30,15,9,3,3,23,13,10,GpPnG,2,G,FC Metz,FCM,./logos_clubs/FCM.png
1997-1998,15,Olympique de Marseille,3,30,15,9,3,3,21,11,10,gGnGg,3,G,Olympique de Marseille,OM,./logos_clubs/OM.png
1997-1998,15,FC Girondins de Bordeaux,4,29,15,8,5,2,22,16,6,GgNnN,4,N,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
1997-1998,15,AS Monaco,5,26,15,8,2,5,23,16,7,GpPgG,5,G,AS Monaco,ASM,./logos_clubs/ASM.png
1997-1998,15,RC Lens,6,25,15,7,4,4,19,15,4,pGpNg,6,G,RC Lens,RCL,./logos_clubs/RCL.png
1997-1998,15,AJ Auxerre,7,23,15,7,2,6,25,19,6,gGgnN,7,N,AJ Auxerre,AJA,./logos_clubs/AJA.png
1997-1998,15,SC Bastia,8,22,15,6,4,5,19,14,5,ppNpG,8,G,SC Bastia,SCB,./logos_clubs/SCB.png
1997-1998,15,Montpellier Hérault SC,9,20,15,5,5,5,15,15,0,gGgGp,9,P,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
1997-1998,15,Olympique Lyonnais,10,20,15,6,2,7,17,18,-1,PpNGn,10,N,Olympique Lyonnais,OL,./logos_clubs/OL.png
1997-1998,15,Toulouse FC,11,20,15,5,5,5,14,18,-4,GPnNp,11,P,Toulouse FC,TFC,./logos_clubs/TFC.png
1997-1998,15,FC Nantes Atlantique,12,16,15,4,4,7,15,17,-2,pGnGp,12,P,FC Nantes,FCN,./logos_clubs/FCN.png
1997-1998,15,EA Guingamp,13,15,15,4,3,8,16,22,-6,pPnPp,13,P,EA Guingamp,EAG,./logos_clubs/EAG.png
1997-1998,15,LB Châteauroux,14,15,15,4,3,8,15,25,-10,GpNpG,14,G,LB Châteauroux,LBC,./logos_clubs/LBC.png
1997-1998,15,RC Strasbourg,15,14,15,3,5,7,14,22,-8,pGpNp,15,P,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
1997-1998,15,Havre AC,16,13,15,2,7,6,15,20,-5,pNnGn,16,N,Havre AC,HAC,./logos_clubs/HAC.png
1997-1998,15,Stade Rennais FC,17,13,15,3,4,8,16,28,-12,PnGpP,17,P,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
1997-1998,15,AS Cannes,18,11,15,3,2,10,13,29,-16,PpNpG,18,G,AS Cannes,ASC,./logos_clubs/ASC.png
1996-1997,15,Paris Saint-Germain FC,1,32,15,9,5,1,23,6,17,GgNpG,1,G,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
1996-1997,15,AS Monaco,2,29,15,8,5,2,29,13,16,GnGgG,2,G,AS Monaco,ASM,./logos_clubs/ASM.png
1996-1997,15,AJ Auxerre,3,28,15,7,7,1,22,6,16,nGnGg,3,G,AJ Auxerre,AJA,./logos_clubs/AJA.png
1996-1997,15,RC Lens,4,24,15,7,3,5,18,19,-1,NpGgG,4,G,RC Lens,RCL,./logos_clubs/RCL.png
1996-1997,15,Lille OSC,5,23,15,6,5,4,18,22,-4,nNgPg,5,G,Lille OSC,LOSC,./logos_clubs/LOSC.png
1996-1997,15,FC Metz,6,22,15,5,7,3,14,11,3,nPnPg,6,G,FC Metz,FCM,./logos_clubs/FCM.png
1996-1997,15,RC Strasbourg,7,22,15,7,1,7,18,23,-5,GGpGp,7,P,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
1996-1997,15,FC Girondins de Bordeaux,8,21,15,5,6,4,16,13,3,nPpGp,8,P,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
1996-1997,15,SC Bastia,9,21,15,5,6,4,18,17,1,pNnPp,9,P,SC Bastia,SCB,./logos_clubs/SCB.png
1996-1997,15,Stade Rennais FC,10,21,15,6,3,6,20,21,-1,pGpGp,10,P,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
1996-1997,15,Olympique Lyonnais,11,21,15,5,6,4,17,21,-4,ppNpG,11,G,Olympique Lyonnais,OL,./logos_clubs/OL.png
1996-1997,15,EA Guingamp,12,20,15,5,5,5,14,14,0,GpNgP,12,P,EA Guingamp,EAG,./logos_clubs/EAG.png
1996-1997,15,FC Nantes Atlantique,13,18,15,4,6,5,27,21,6,GnGgG,13,G,FC Nantes,FCN,./logos_clubs/FCN.png
1996-1997,15,AS Cannes,14,18,15,4,6,5,10,14,-4,NpNnP,14,P,AS Cannes,ASC,./logos_clubs/ASC.png
1996-1997,15,Olympique de Marseille,15,17,15,4,5,6,13,15,-2,pPnPp,15,P,Olympique de Marseille,OM,./logos_clubs/OM.png
1996-1997,15,Havre AC,16,16,15,4,4,7,16,19,-3,pGngP,16,P,Havre AC,HAC,./logos_clubs/HAC.png
1996-1997,15,Montpellier Hérault SC,17,15,15,3,6,6,14,19,-5,GnPpG,17,G,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
1996-1997,15,SM Caen,18,14,15,3,5,7,11,17,-6,NgGPg,18,G,SM Caen,SMC,./logos_clubs/SMC.png
1996-1997,15,OGC Nice,19,10,15,2,4,9,13,29,-16,pNpNp,19,P,OGC Nice,OGCN,./logos_clubs/OGCN.png
1996-1997,15,AS Nancy Lorraine,20,8,15,1,5,9,9,20,-11,NgNpP,20,P,AS Nancy Lorraine,ASNL,./logos_clubs/ASNL.png
1995-1996,15,FC Metz,1,32,15,9,5,1,17,8,9,GgGnP,1,P,FC Metz,FCM,./logos_clubs/FCM.png
1995-1996,15,Paris Saint-Germain FC,2,31,15,9,4,2,28,12,16,pNnGg,2,G,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
1995-1996,15,RC Lens,3,29,15,8,5,2,20,11,9,GgGnP,3,P,RC Lens,RCL,./logos_clubs/RCL.png
1995-1996,15,AJ Auxerre,4,25,15,8,1,6,27,19,8,pgGpP,4,P,AJ Auxerre,AJA,./logos_clubs/AJA.png
1995-1996,15,AS Monaco,5,25,15,7,4,4,26,19,7,GnNGn,5,N,AS Monaco,ASM,./logos_clubs/ASM.png
1995-1996,15,EA Guingamp,6,25,15,6,7,2,13,8,5,pGnNg,6,G,EA Guingamp,EAG,./logos_clubs/EAG.png
1995-1996,15,FC Nantes Atlantique,7,24,15,6,6,3,17,14,3,gNgNg,7,G,FC Nantes,FCN,./logos_clubs/FCN.png
1995-1996,15,Montpellier Hérault SC,8,22,15,6,4,5,21,20,1,NgGpN,8,N,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
1995-1996,15,RC Strasbourg,9,21,15,5,6,4,21,15,6,GpNnG,9,G,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
1995-1996,15,SC Bastia,10,21,15,6,3,6,22,22,0,pGpNn,10,N,SC Bastia,SCB,./logos_clubs/SCB.png
1995-1996,15,Stade Rennais FC,11,21,15,6,3,6,17,19,-2,GnGnG,11,G,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
1995-1996,15,OGC Nice,12,19,15,5,4,6,15,14,1,gPpGp,12,P,OGC Nice,OGCN,./logos_clubs/OGCN.png
1995-1996,15,FC Girondins de Bordeaux,13,18,15,5,3,7,17,20,-3,pNpNp,13,P,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
1995-1996,15,Olympique Lyonnais,14,16,15,3,7,5,14,18,-4,GnNnN,14,N,Olympique Lyonnais,OL,./logos_clubs/OL.png
1995-1996,15,Havre AC,15,15,15,4,3,8,10,22,-12,GpNnP,15,P,Havre AC,HAC,./logos_clubs/HAC.png
1995-1996,15,AS Saint-Etienne,16,14,15,3,5,7,20,26,-6,pPnNp,16,P,AS Saint-Etienne,ASSE,./logos_clubs/ASSE.png
1995-1996,15,FC Gueugnon,17,13,15,2,7,6,12,21,-9,PPnNn,17,N,FC Gueugnon,FCG,./logos_clubs/FCG.png
1995-1996,15,Lille OSC,18,13,15,3,4,8,12,21,-9,nGpNg,18,G,Lille OSC,LOSC,./logos_clubs/LOSC.png
1995-1996,15,FC Martigues,19,13,15,4,1,10,11,20,-9,pPppG,19,G,FC Martigues,FCMA,./logos_clubs/FCMA.png
1995-1996,15,AS Cannes,20,11,15,3,2,10,17,28,-11,PpPnN,20,N,AS Cannes,ASC,./logos_clubs/ASC.png
1994-1995,15,FC Nantes Atlantique,1,33,15,9,6,0,30,13,17,NnGnG,1,G,FC Nantes,FCN,./logos_clubs/FCN.png
1994-1995,15,Paris Saint-Germain FC,2,27,15,8,3,4,23,13,10,gGpgG,2,G,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
1994-1995,15,Olympique Lyonnais,3,27,15,7,6,2,22,17,5,NnGpN,3,N,Olympique Lyonnais,OL,./logos_clubs/OL.png
1994-1995,15,RC Lens,4,26,15,7,5,3,23,14,9,nGpGg,4,G,RC Lens,RCL,./logos_clubs/RCL.png
1994-1995,15,AJ Auxerre,5,25,15,6,7,2,26,13,13,GnGnG,5,G,AJ Auxerre,AJA,./logos_clubs/AJA.png
1994-1995,15,AS Cannes,6,24,15,7,3,5,22,15,7,NpGpN,6,N,AS Cannes,ASC,./logos_clubs/ASC.png
1994-1995,15,RC Strasbourg,7,24,15,7,3,5,21,16,5,GpGGp,7,P,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
1994-1995,15,FC Girondins de Bordeaux,8,23,15,6,5,4,21,19,2,nPnGn,8,N,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
1994-1995,15,FC Martigues,9,22,15,6,4,5,22,22,0,pNpGp,9,P,FC Martigues,FCMA,./logos_clubs/FCMA.png
1994-1995,15,AS Saint-Etienne,10,20,15,5,5,5,20,15,5,pPnGp,10,P,AS Saint-Etienne,ASSE,./logos_clubs/ASSE.png
1994-1995,15,Stade Rennais FC,11,20,15,5,5,5,17,24,-7,gNpGp,11,P,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
1994-1995,15,AS Monaco,12,19,15,5,4,6,13,12,1,GgNpG,12,G,AS Monaco,ASM,./logos_clubs/ASM.png
1994-1995,15,FC Metz,13,17,15,4,5,6,12,18,-6,NnGpG,13,G,FC Metz,FCM,./logos_clubs/FCM.png
1994-1995,15,SC Bastia,14,16,15,4,4,7,16,24,-8,PgNnP,14,P,SC Bastia,SCB,./logos_clubs/SCB.png
1994-1995,15,Lille OSC,15,16,15,4,4,7,11,20,-9,npGpG,15,G,Lille OSC,LOSC,./logos_clubs/LOSC.png
1994-1995,15,FC Sochaux-Montbéliard,16,15,15,4,3,8,16,25,-9,NGpNp,16,P,FC Sochaux-Montbéliard,FCSM,./logos_clubs/FCSM.png
1994-1995,15,Havre AC,17,14,15,2,8,5,14,20,-6,pNpNn,17,N,Havre AC,HAC,./logos_clubs/HAC.png
1994-1995,15,SM Caen,18,13,15,4,1,10,14,22,-8,PgGpG,18,G,SM Caen,SMC,./logos_clubs/SMC.png
1994-1995,15,OGC Nice,19,13,15,3,4,8,12,22,-10,nPpPp,19,P,OGC Nice,OGCN,./logos_clubs/OGCN.png
1994-1995,15,Montpellier Hérault SC,20,10,15,1,7,7,13,24,-11,nNpNp,20,P,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
1993-1994,15,Paris Saint-Germain FC,1,23,15,10,3,2,21,8,13,nGggG,1,G,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
1993-1994,15,Olympique de Marseille,2,21,15,8,5,2,18,11,7,gGgNg,2,G,Olympique de Marseille,OM,./logos_clubs/OM.png
1993-1994,15,FC Girondins de Bordeaux,3,20,15,8,4,3,21,11,10,gNpGn,3,N,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
1993-1994,15,AS Monaco,4,18,15,7,4,4,26,16,10,gNpGn,4,N,AS Monaco,ASM,./logos_clubs/ASM.png
1993-1994,15,AJ Auxerre,5,18,15,7,4,4,20,13,7,GpGgN,5,N,AJ Auxerre,AJA,./logos_clubs/AJA.png
1993-1994,15,AS Cannes,6,18,15,6,6,3,19,16,3,nGpPn,6,N,AS Cannes,ASC,./logos_clubs/ASC.png
1993-1994,15,FC Sochaux-Montbéliard,7,16,15,4,8,3,17,14,3,NpNnN,7,N,FC Sochaux-Montbéliard,FCSM,./logos_clubs/FCSM.png
1993-1994,15,FC Nantes Atlantique,8,16,15,5,6,4,13,10,3,pGnPp,8,P,FC Nantes,FCN,./logos_clubs/FCN.png
1993-1994,15,Montpellier Hérault SC,9,15,15,5,5,5,16,15,1,GnPnG,9,G,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
1993-1994,15,RC Strasbourg,10,15,15,3,9,3,17,17,0,PpNGp,10,P,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
1993-1994,15,AS Saint-Etienne,11,14,15,4,6,5,15,13,2,pGnGp,11,P,AS Saint-Etienne,ASSE,./logos_clubs/ASSE.png
1993-1994,15,FC Metz,12,14,15,5,4,6,13,13,0,NpPpG,12,G,FC Metz,FCM,./logos_clubs/FCM.png
1993-1994,15,Olympique Lyonnais,13,14,15,5,4,6,15,18,-3,GnNpG,13,G,Olympique Lyonnais,OL,./logos_clubs/OL.png
1993-1994,15,FC Martigues,14,13,15,3,7,5,17,22,-5,NpNpG,14,G,FC Martigues,FCMA,./logos_clubs/FCMA.png
1993-1994,15,RC Lens,15,12,15,3,6,6,13,15,-2,npGnN,15,N,RC Lens,RCL,./logos_clubs/RCL.png
1993-1994,15,SM Caen,16,12,15,5,2,8,11,24,-13,PpGpP,16,P,SM Caen,SMC,./logos_clubs/SMC.png
1993-1994,15,Lille OSC,17,11,15,2,7,6,15,19,-4,PGnNg,17,G,Lille OSC,LOSC,./logos_clubs/LOSC.png
1993-1994,15,Toulouse FC,18,11,15,2,7,6,9,20,-11,pGnGp,18,P,Toulouse FC,TFC,./logos_clubs/TFC.png
1993-1994,15,Havre AC,19,10,15,1,8,6,8,18,-10,nGnNp,19,P,Havre AC,HAC,./logos_clubs/HAC.png
1993-1994,15,SCO Angers,20,9,15,2,5,8,12,23,-11,NpNpP,20,P,Angers SCO,SCO,./logos_clubs/SCO.png
1992-1993,15,FC Nantes Atlantique,1,22,15,9,4,2,31,13,18,gGpNn,1,N,FC Nantes,FCN,./logos_clubs/FCN.png
1992-1993,15,Paris Saint-Germain FC,2,22,15,8,6,1,28,10,18,NgPnG,2,G,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
1992-1993,15,AJ Auxerre,3,19,15,8,3,4,26,14,12,nNnGp,3,P,AJ Auxerre,AJA,./logos_clubs/AJA.png
1992-1993,15,AS Monaco,4,19,15,8,3,4,22,13,9,gGpGn,4,N,AS Monaco,ASM,./logos_clubs/ASM.png
1992-1993,15,Olympique de Marseille,5,19,15,6,7,2,22,16,6,PGnNn,5,N,Olympique de Marseille,OM,./logos_clubs/OM.png
1992-1993,15,FC Girondins de Bordeaux,6,18,15,7,4,4,16,10,6,pGpGg,6,G,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
1992-1993,15,Montpellier Hérault SC,7,16,15,6,4,5,16,16,0,GpGnP,7,P,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
1992-1993,15,RC Strasbourg,8,16,15,4,8,3,21,22,-1,NpGgN,8,N,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
1992-1993,15,AS Saint-Etienne,9,15,15,6,3,6,15,14,1,GpGPp,9,P,AS Saint-Etienne,ASSE,./logos_clubs/ASSE.png
1992-1993,15,FC Sochaux-Montbéliard,10,15,15,5,5,5,13,21,-8,PpNnG,10,G,FC Sochaux-Montbéliard,FCSM,./logos_clubs/FCSM.png
